age,marital status,number of children,ideal number of children,sex,sexual orientation,race,ethinicity,political views,religious preference,religious services attend,abortion opinion,sexual education,homosexual opinion,tv hours,email hours,relax hours,work related racism,work satisfaction,life satisfaction,poor mental health,confidence in government,ballot
63,Divorced,3,3,MALE,.i:  Inapplicable,White,WHITE,Slightly conservative,None,0,-100,Favor,-100,3,7,5,2,1,9,0,-100,2
30,Never married,1,-100,FEMALE,Heterosexual or straight,White,WHITE,Conservative,None,0,1,.i:  Inapplicable,4,-100,-100,2,2,2,5,14,2,3
40,Divorced,3,3,MALE,.i:  Inapplicable,Black,BLACK OR AFRICAN AMERICAN,"Moderate, middle of the road",None,1,-100,Favor,4,2,2,-100,-100,1,-100,-100,3,1
30,Never married,2,8,FEMALE,.i:  Inapplicable,White,WHITE,Slightly conservative,None,0,-100,Favor,-100,5,1,7,2,2,7,0,-100,2
38,Separated,7,2,MALE,Heterosexual or straight,.i:  Inapplicable,.i:  Inapplicable,Slightly liberal,None,6,-100,Favor,-100,-97,0,-100,-100,-100,-100,-100,-100,2
32,Never married,1,-100,FEMALE,Bisexual,White,WHITE,Slightly liberal,Other,2,1,.i:  Inapplicable,4,-100,-100,6,2,1,9,7,-100,3
24,Never married,2,2,FEMALE,.i:  Inapplicable,White,WHITE,"Moderate, middle of the road",None,0,-100,Favor,-100,4,1,0,2,1,7,10,-100,2
21,Never married,0,7,FEMALE,.i:  Inapplicable,Other,HISPANIC,Slightly conservative,None,0,-100,Favor,4,0,0,0,2,4,8,15,-100,1
45,Married,0,2,FEMALE,.i:  Inapplicable,White,WHITE,"Moderate, middle of the road",Protestant,1,-100,Oppose,-100,2,2,3,2,1,-98,0,1,2
66,Divorced,2,2,MALE,.i:  Inapplicable,White,WHITE,Slightly liberal,None,0,-100,Favor,4,4,0,-100,-100,-100,-100,-100,-100,1
53,Never married,1,-100,MALE,Heterosexual or straight,White,WHITE,Conservative,Catholic,0,1,.i:  Inapplicable,4,-100,-100,4,2,1,8,0,-100,3
49,Never married,0,-100,MALE,Heterosexual or straight,White,WHITE,"Moderate, middle of the road",Christian,0,1,.i:  Inapplicable,4,-100,-100,-100,-100,-100,-100,-100,-100,3
72,Widowed,2,4,FEMALE,.i:  Inapplicable,White,WHITE,Extremely conservative,Protestant,8,-100,Oppose,-100,6,1,-100,-100,2,-100,-100,-100,2
51,Married,2,2,MALE,.i:  Inapplicable,White,WHITE,Slightly conservative,Catholic,0,-100,Oppose,-100,1,2,5,2,1,8,0,2,2
35,Never married,0,-100,FEMALE,Bisexual,Other,AMERICAN INDIAN OR ALASKA NATIVE,Liberal,None,0,-100,.i:  Inapplicable,4,-100,-100,3,2,2,6,15,1,3
65,Married,3,2,MALE,.i:  Inapplicable,White,WHITE,Slightly liberal,None,0,-100,Favor,4,2,3,3,2,2,5,30,1,1
-99,Divorced,0,3,MALE,.i:  Inapplicable,Other,HISPANIC,"Moderate, middle of the road",Protestant,2,2,Favor,-98,0,5,2,2,2,9,0,-100,1
53,Married,0,3,MALE,Heterosexual or straight,White,WHITE,"Moderate, middle of the road",Catholic,1,-100,Favor,-100,3,3,4,2,2,8,0,-100,2
31,Never married,1,2,FEMALE,.i:  Inapplicable,White,WHITE,Liberal,Other,5,-100,Favor,-100,1,1,3,2,2,6,0,1,2
66,Divorced,0,8,FEMALE,.i:  Inapplicable,White,WHITE,Liberal,None,0,1,Favor,4,2,0,-100,-100,-100,-100,-100,1,1
57,Married,0,1,FEMALE,.i:  Inapplicable,White,WHITE,Slightly conservative,None,0,-100,Favor,-100,2,-100,-100,-100,-100,-100,-100,3,2
29,Never married,1,-100,FEMALE,.d:  Do not Know/Cannot Choose,Other,SOME OTHER RACE,Slightly liberal,Protestant,1,1,.i:  Inapplicable,4,-100,-100,-97,2,1,7,-97,-100,3
36,Married,0,-100,FEMALE,"Gay, lesbian, or homosexual",White,WHITE,Liberal,Jewish,3,-100,.i:  Inapplicable,4,-100,-100,5,2,2,7,10,2,3
31,Never married,0,8,FEMALE,.i:  Inapplicable,White,WHITE,Extremely liberal,None,0,-100,Favor,4,3,1,-100,-100,-100,-100,-100,-100,1
26,Never married,0,8,FEMALE,"Gay, lesbian, or homosexual",White,WHITE,Extremely liberal,None,2,-100,Favor,-100,4,10,-100,-100,-100,-100,-100,1,2
36,Never married,0,2,MALE,.i:  Inapplicable,White,WHITE,Slightly liberal,None,1,-100,Favor,-100,4,20,5,2,1,9,2,1,2
75,Married,2,-100,MALE,Heterosexual or straight,White,WHITE,"Moderate, middle of the road",Catholic,3,-100,.i:  Inapplicable,3,-100,-100,-100,-100,-100,-100,-100,1,3
20,Never married,0,-100,MALE,Heterosexual or straight,White,WHITE,Conservative,None,2,-100,.i:  Inapplicable,4,-100,-100,4,2,1,10,0,3,3
40,Divorced,0,-100,MALE,Heterosexual or straight,White,WHITE,Extremely liberal,None,1,-100,.i:  Inapplicable,4,-100,-100,1,2,4,6,7,1,3
71,Divorced,2,-100,FEMALE,Heterosexual or straight,White,WHITE,"Moderate, middle of the road",Protestant,7,2,.i:  Inapplicable,3,-100,-100,-100,-100,-100,-100,-100,-100,3
62,Married,3,3,MALE,.i:  Inapplicable,White,WHITE,Conservative,Catholic,2,2,Favor,1,2,15,4,2,1,9,1,-100,1
32,Never married,0,8,FEMALE,.i:  Inapplicable,White,WHITE,Extremely liberal,None,2,-100,Favor,-100,3,6,3,2,1,8,5,1,2
53,Divorced,5,-100,FEMALE,Bisexual,White,WHITE,.d:  Do not Know/Cannot Choose,None,0,-100,.i:  Inapplicable,4,-100,-100,-100,-100,-100,-100,-100,1,3
59,Divorced,2,2,FEMALE,Heterosexual or straight,White,WHITE,Extremely liberal,None,1,-100,Favor,-100,1,1,0,2,2,9,2,1,2
55,Never married,0,-100,MALE,Heterosexual or straight,White,WHITE,Slightly conservative,None,0,1,.i:  Inapplicable,1,-100,-100,-100,-100,-100,-100,-100,2,3
51,Never married,0,2,MALE,.i:  Inapplicable,White,WHITE,"Moderate, middle of the road",None,0,1,Favor,3,2,3,-100,-100,-100,-100,-100,2,1
61,Married,1,-100,FEMALE,Heterosexual or straight,White,WHITE,.d:  Do not Know/Cannot Choose,Protestant,0,-100,.i:  Inapplicable,1,-100,-100,-100,-100,-100,-100,-100,-100,3
32,Married,0,8,MALE,.i:  Inapplicable,White,WHITE,"Moderate, middle of the road",None,0,-100,Favor,4,2,3,2,2,2,9,0,-100,1
22,Never married,0,2,FEMALE,.i:  Inapplicable,Other,ASIAN INDIAN,"Moderate, middle of the road",Hinduism,2,1,Favor,4,5,40,-100,-100,-100,-100,-100,-100,1
30,Divorced,3,2,FEMALE,.i:  Inapplicable,White,WHITE,Slightly conservative,None,0,-100,Favor,-100,0,2,-100,-100,2,-100,-100,-100,2
52,Never married,0,2,FEMALE,.i:  Inapplicable,White,WHITE,Extremely liberal,Catholic,1,-100,Favor,4,6,4,-100,-100,-100,-100,-100,1,1
27,Never married,0,3,FEMALE,.i:  Inapplicable,White,WHITE,Slightly liberal,Catholic,2,-100,Favor,-100,0,2,2,2,2,9,4,2,2
77,Divorced,4,-100,FEMALE,Heterosexual or straight,Black,BLACK OR AFRICAN AMERICAN,Slightly liberal,Protestant,4,-100,.i:  Inapplicable,1,-100,-100,-100,-100,-100,-100,-100,-100,3
39,Never married,0,0,MALE,.i:  Inapplicable,White,WHITE,Extremely liberal,None,0,-100,Favor,4,6,0,4,2,2,5,30,1,1
28,Never married,0,-100,MALE,Heterosexual or straight,White,WHITE,Extremely liberal,None,0,-100,.i:  Inapplicable,4,-100,-100,-100,-100,-100,-100,-100,1,3
34,Never married,0,-100,FEMALE,Heterosexual or straight,Other,VIETNAMESE,"Moderate, middle of the road",None,1,-100,.i:  Inapplicable,4,-100,-100,4,2,2,8,25,2,3
76,Married,0,2,MALE,.i:  Inapplicable,White,WHITE,Extremely liberal,Jewish,0,-100,Favor,3,1,1,-100,-100,-100,-100,-100,1,1
-99,Married,3,-100,MALE,Heterosexual or straight,White,WHITE,Slightly conservative,Jewish,2,-100,.i:  Inapplicable,4,-100,-100,1,2,1,8,20,-100,3
35,Never married,0,8,FEMALE,"Gay, lesbian, or homosexual",White,WHITE,Extremely liberal,Jewish,5,-100,Favor,-100,1,10,5,2,2,10,1,1,2
63,Divorced,1,-100,FEMALE,Heterosexual or straight,.i:  Inapplicable,.d:  Do not Know/Cannot Choose,"Moderate, middle of the road",Catholic,7,1,.i:  Inapplicable,4,-100,-100,5,1,2,8,1,-100,3
22,Never married,0,-100,FEMALE,Bisexual,White,WHITE,Extremely liberal,None,0,-100,.i:  Inapplicable,4,-100,-100,5,2,2,9,6,3,3
55,Divorced,1,-100,MALE,Heterosexual or straight,White,WHITE,Conservative,Protestant,3,2,.i:  Inapplicable,1,-100,-100,10,2,1,8,0,-100,3
48,Divorced,0,8,FEMALE,Heterosexual or straight,White,WHITE,Liberal,Protestant,1,-100,Favor,-100,0,40,5,2,4,8,5,-100,2
58,Never married,5,-100,FEMALE,.d:  Do not Know/Cannot Choose,Black,BLACK OR AFRICAN AMERICAN,Conservative,Protestant,0,1,.i:  Inapplicable,4,-100,-100,5,2,2,9,0,-100,3
27,Never married,0,8,FEMALE,.i:  Inapplicable,White,WHITE,Extremely liberal,None,1,-100,Favor,4,2,1,-100,-100,-100,-100,-100,-100,1
67,Widowed,2,-100,FEMALE,Heterosexual or straight,White,WHITE,"Moderate, middle of the road",None,1,-100,.i:  Inapplicable,4,-100,-100,-100,-100,-100,-100,-100,1,3
72,Never married,0,2,FEMALE,Heterosexual or straight,White,WHITE,Extremely liberal,None,0,-100,Favor,-100,5,1,-100,-100,-100,-100,-100,-100,2
70,Divorced,1,2,FEMALE,.i:  Inapplicable,Black,BLACK OR AFRICAN AMERICAN,Liberal,Protestant,2,1,Favor,4,4,10,-100,-100,-100,-100,-100,1,1
35,Married,0,2,MALE,.i:  Inapplicable,White,WHITE,Liberal,None,0,1,Favor,4,2,10,5,2,1,10,2,-100,1
70,Married,3,3,MALE,.i:  Inapplicable,White,WHITE,Liberal,Catholic,4,-100,Favor,-100,2,4,-100,-100,-100,-100,-100,1,2
45,Married,3,2,MALE,.i:  Inapplicable,White,WHITE,Slightly liberal,None,0,-100,Favor,-100,1,7,2,2,1,5,5,-100,2
31,Never married,2,-100,MALE,Heterosexual or straight,White,WHITE,"Moderate, middle of the road",None,2,2,.i:  Inapplicable,4,-100,-100,-100,-100,-99,-100,-100,-100,3
71,Divorced,1,-100,MALE,Heterosexual or straight,White,WHITE,Extremely liberal,Other,4,-100,.i:  Inapplicable,4,-100,-100,-100,-100,-100,-100,-100,1,3
43,Married,1,2,MALE,Heterosexual or straight,Other,CHINESE,"Moderate, middle of the road",None,1,-100,Favor,-100,1,2,1,2,2,7,0,2,2
36,Never married,1,8,FEMALE,.i:  Inapplicable,White,WHITE,"Moderate, middle of the road",None,0,1,Favor,4,3,2,-100,-100,-100,-100,-100,2,1
51,Married,2,2,MALE,.i:  Inapplicable,White,WHITE,Slightly liberal,None,0,-100,Favor,-100,1,8,4,2,1,8,0,-100,2
30,Married,1,2,FEMALE,"Gay, lesbian, or homosexual",White,WHITE,Slightly liberal,Buddhism,0,-100,Favor,-100,1,15,2,2,3,6,15,-100,2
54,Separated,2,-100,FEMALE,Bisexual,White,WHITE,Extremely liberal,None,0,-100,.i:  Inapplicable,4,-100,-100,3,2,2,8,15,2,3
40,Married,0,8,MALE,.i:  Inapplicable,White,WHITE,"Moderate, middle of the road",Orthodox-christian,2,-100,Favor,4,4,30,4,2,2,9,0,-100,1
59,Never married,0,8,FEMALE,.i:  Inapplicable,White,WHITE,Slightly liberal,None,2,1,Favor,4,2,5,5,2,1,8,0,-100,1
47,Married,2,2,FEMALE,.i:  Inapplicable,White,WHITE,"Moderate, middle of the road",Protestant,1,-100,Favor,-100,6,3,1,2,2,8,0,-100,2
88,Divorced,3,8,FEMALE,.i:  Inapplicable,White,WHITE,Liberal,None,0,-100,Favor,4,2,1,-100,-100,-100,-100,-100,2,1
61,Separated,0,-100,FEMALE,Heterosexual or straight,Other,AMERICAN INDIAN OR ALASKA NATIVE,Extremely liberal,None,0,-100,.i:  Inapplicable,4,-100,-100,-100,-100,-100,-100,-100,-100,3
46,Divorced,2,2,MALE,.i:  Inapplicable,White,WHITE,"Moderate, middle of the road",None,0,-100,Favor,4,2,1,6,2,1,8,0,-100,1
78,Widowed,5,-100,FEMALE,Heterosexual or straight,White,WHITE,Extremely conservative,Protestant,0,1,.i:  Inapplicable,1,-100,-100,-100,-100,-100,-100,-100,-100,3
55,Married,4,-100,FEMALE,Heterosexual or straight,White,WHITE,Slightly liberal,Protestant,4,-100,.i:  Inapplicable,4,-100,-100,0,2,1,9,0,2,3
28,Never married,0,-100,MALE,Heterosexual or straight,White,WHITE,"Moderate, middle of the road",Catholic,0,1,.i:  Inapplicable,4,-100,-100,6,2,1,9,0,2,3
56,Never married,2,-100,FEMALE,Heterosexual or straight,.i:  Inapplicable,.d:  Do not Know/Cannot Choose,"Moderate, middle of the road",Catholic,6,2,.i:  Inapplicable,4,-100,-100,-100,-100,-100,-100,-100,-100,3
64,Divorced,1,-100,MALE,.i:  Inapplicable,Other,AMERICAN INDIAN OR ALASKA NATIVE,"Moderate, middle of the road",Native american,3,1,.i:  Inapplicable,1,-100,-100,2,2,2,9,0,-100,3
30,Never married,1,3,FEMALE,.i:  Inapplicable,Black,BLACK OR AFRICAN AMERICAN,"Moderate, middle of the road",None,2,1,Favor,4,5,6,-100,-100,2,-100,-100,-100,1
63,Never married,3,8,FEMALE,.i:  Inapplicable,Black,BLACK OR AFRICAN AMERICAN,"Moderate, middle of the road",Protestant,2,-100,Favor,4,18,3,-100,-100,-100,-100,-100,-100,1
64,Divorced,3,8,FEMALE,.i:  Inapplicable,Black,BLACK OR AFRICAN AMERICAN,Liberal,Protestant,7,1,Favor,-98,2,2,-100,-100,-100,-100,-100,-100,1
-99,Never married,0,-100,FEMALE,Heterosexual or straight,Black,BLACK OR AFRICAN AMERICAN,"Moderate, middle of the road",Protestant,5,-99,.i:  Inapplicable,-99,-100,-100,-100,-100,-100,-100,-100,-100,3
29,Never married,0,3,MALE,.i:  Inapplicable,White,WHITE,"Moderate, middle of the road",None,0,-100,Favor,4,5,5,-100,-100,3,-100,-100,2,1
41,Never married,4,-100,MALE,Heterosexual or straight,White,WHITE,Extremely liberal,Catholic,2,2,.i:  Inapplicable,4,-100,-100,5,2,1,6,0,2,3
40,Married,1,2,MALE,Heterosexual or straight,White,WHITE,"Moderate, middle of the road",None,0,-100,Favor,-100,10,0,3,2,2,6,2,2,2
29,Never married,0,2,FEMALE,.i:  Inapplicable,White,WHITE,"Moderate, middle of the road",None,0,1,Favor,4,4,20,4,2,1,5,10,-100,1
60,Never married,0,-100,MALE,Heterosexual or straight,White,WHITE,Liberal,Catholic,6,2,.i:  Inapplicable,3,-100,-100,-100,-100,-100,-100,-100,2,3
40,Never married,0,1,FEMALE,.i:  Inapplicable,White,WHITE,"Moderate, middle of the road",Catholic,2,1,Favor,4,2,6,6,2,2,8,-97,-100,1
19,Never married,0,-100,FEMALE,.i:  Inapplicable,White,WHITE,"Moderate, middle of the road",Protestant,3,2,.i:  Inapplicable,4,-100,-100,-100,-100,4,-100,-100,-100,3
76,Divorced,3,3,MALE,.i:  Inapplicable,White,WHITE,Conservative,Protestant,8,-100,Oppose,-100,1,4,-100,-100,-100,-100,-100,-100,2
28,Never married,0,8,MALE,.i:  Inapplicable,White,WHITE,"Moderate, middle of the road",Catholic,1,-100,Favor,4,3,0,1,2,2,6,2,2,1
26,Never married,0,-100,FEMALE,.d:  Do not Know/Cannot Choose,White,WHITE,Slightly liberal,Catholic,2,-100,.i:  Inapplicable,4,-100,-100,5,2,2,5,5,1,3
65,Divorced,1,2,FEMALE,Heterosexual or straight,White,WHITE,"Moderate, middle of the road",Catholic,3,-100,Favor,-100,4,50,3,2,4,7,5,1,2
66,Never married,1,8,FEMALE,Heterosexual or straight,Other,SOME OTHER RACE,Conservative,Protestant,1,-100,Oppose,-100,10,1,-100,-100,-100,-100,-100,-100,2
82,Widowed,2,2,FEMALE,.i:  Inapplicable,White,WHITE,Conservative,Protestant,2,-100,Oppose,1,12,-100,-100,-100,-100,-100,-100,-100,1
63,Married,2,2,MALE,.i:  Inapplicable,White,WHITE,"Moderate, middle of the road",Protestant,7,-100,.s:  Skipped on Web,1,1,6,-100,-100,-100,-100,-100,2,1
52,Married,2,-100,FEMALE,Heterosexual or straight,White,WHITE,Extremely liberal,Catholic,1,1,.i:  Inapplicable,4,-100,-100,-100,-100,-100,-100,-100,3,3
49,Married,2,2,MALE,.i:  Inapplicable,White,WHITE,Slightly conservative,Catholic,2,-100,Oppose,-100,3,0,5,2,1,9,1,-100,2
38,Never married,0,8,MALE,.i:  Inapplicable,White,WHITE,Slightly conservative,None,0,-100,Favor,-100,3,0,-100,-100,3,-100,-100,3,2
67,Married,3,2,FEMALE,.i:  Inapplicable,White,WHITE,"Moderate, middle of the road",Catholic,7,2,Favor,4,3,1,-100,-100,-100,-100,-100,-100,1
63,Never married,2,2,FEMALE,.i:  Inapplicable,Black,BLACK OR AFRICAN AMERICAN,Liberal,None,1,-100,Favor,-100,5,5,-100,-100,-100,-100,-100,2,2
55,Never married,4,3,MALE,.i:  Inapplicable,Black,BLACK OR AFRICAN AMERICAN,Conservative,None,0,-100,Oppose,-100,24,0,-100,-100,-100,-100,-100,-100,2
70,#N/A,-100,8,MALE,.i:  Inapplicable,Black,BLACK OR AFRICAN AMERICAN,"Moderate, middle of the road",Protestant,6,-100,Favor,-100,-98,-100,-100,-100,-100,-100,-100,-100,2
22,Never married,3,-100,FEMALE,Heterosexual or straight,Black,BLACK OR AFRICAN AMERICAN,Slightly conservative,Protestant,4,-100,Oppose,-100,7,0,-100,-100,2,-100,-100,3,2
70,Never married,0,-100,FEMALE,Heterosexual or straight,White,WHITE,Slightly liberal,Protestant,1,-100,.i:  Inapplicable,4,-100,-100,-100,-100,-100,-100,-100,1,3
20,Never married,0,-100,MALE,Heterosexual or straight,Other,AMERICAN INDIAN OR ALASKA NATIVE,Slightly liberal,None,2,1,.i:  Inapplicable,4,-100,-100,6,1,2,-98,2,-100,3
22,Never married,0,8,FEMALE,.i:  Inapplicable,Black,BLACK OR AFRICAN AMERICAN,.d:  Do not Know/Cannot Choose,Protestant,7,-100,Oppose,1,0,2,-100,-100,-100,-100,-100,-100,1
44,Divorced,3,3,FEMALE,Heterosexual or straight,White,WHITE,"Moderate, middle of the road",Protestant,4,-100,Favor,-100,3,2,1,2,3,7,0,2,2
32,Married,3,8,FEMALE,.d:  Do not Know/Cannot Choose,White,WHITE,"Moderate, middle of the road",None,2,-100,Favor,-100,3,2,4,2,2,9,25,-100,2
59,Married,3,-100,MALE,Heterosexual or straight,White,WHITE,"Moderate, middle of the road",Protestant,0,-100,.i:  Inapplicable,4,-100,-100,6,2,1,-98,5,-100,3
74,Widowed,2,2,MALE,Heterosexual or straight,White,WHITE,Liberal,Protestant,2,-100,Favor,-100,6,3,-100,-100,-100,-100,-100,-100,2
-99,Divorced,4,3,FEMALE,.i:  Inapplicable,Black,BLACK OR AFRICAN AMERICAN,Conservative,Protestant,7,-100,Oppose,-100,12,0,-100,-100,-100,-100,-100,-100,2
67,Divorced,2,8,FEMALE,.i:  Inapplicable,White,WHITE,"Moderate, middle of the road",Inter-nondenominational,8,2,Favor,1,10,0,-100,-100,-100,-100,-100,-100,1
61,Never married,0,2,MALE,.i:  Inapplicable,White,WHITE,Liberal,Protestant,1,-100,Favor,-100,6,0,4,2,2,5,0,-100,2
74,Married,1,2,MALE,.i:  Inapplicable,White,WHITE,"Moderate, middle of the road",Protestant,2,-100,Favor,1,10,0,-100,-100,-100,-100,-100,-100,1
-99,Separated,4,3,MALE,.d:  Do not Know/Cannot Choose,Black,BLACK OR AFRICAN AMERICAN,.d:  Do not Know/Cannot Choose,None,0,-100,Favor,-100,0,0,10,2,2,10,0,-100,2
79,Widowed,5,-100,FEMALE,Heterosexual or straight,White,WHITE,"Moderate, middle of the road",Protestant,7,-100,.i:  Inapplicable,1,-100,-100,-100,-100,-100,-100,-100,-100,3
33,Married,3,8,FEMALE,.i:  Inapplicable,White,WHITE,"Moderate, middle of the road",Protestant,5,-100,Favor,4,2,10,20,2,1,7,0,-100,1
-99,Divorced,2,-100,MALE,Heterosexual or straight,White,WHITE,Liberal,Protestant,7,-100,.i:  Inapplicable,4,-100,-100,-100,-100,-100,-100,-100,1,3
31,Never married,1,1,MALE,.i:  Inapplicable,White,WHITE,"Moderate, middle of the road",None,2,1,Favor,4,0,0,-100,-100,1,-100,-100,-100,1
58,Divorced,3,2,FEMALE,.i:  Inapplicable,White,WHITE,"Moderate, middle of the road",Catholic,6,2,Favor,4,3,5,8,2,1,9,0,-100,1
40,Married,5,4,FEMALE,.i:  Inapplicable,Black,BLACK OR AFRICAN AMERICAN,Liberal,None,2,-100,Favor,2,2,-100,-100,-100,2,-100,-100,-100,1
36,Never married,2,2,FEMALE,.i:  Inapplicable,White,WHITE,Liberal,Protestant,2,-100,Favor,4,4,0,-100,-100,2,-100,-100,-100,1
49,Married,3,-100,FEMALE,Heterosexual or straight,White,WHITE,Slightly conservative,Protestant,1,2,.i:  Inapplicable,1,-100,-100,-100,-100,2,-100,-100,-100,3
46,Separated,2,2,FEMALE,.i:  Inapplicable,Black,BLACK OR AFRICAN AMERICAN,Extremely conservative,None,0,-100,Favor,4,4,3,3,2,1,8,7,2,1
51,Married,3,3,FEMALE,.i:  Inapplicable,White,WHITE,"Moderate, middle of the road",None,0,-100,Favor,4,2,2,4,2,3,8,0,-100,1
19,Never married,0,3,MALE,.i:  Inapplicable,White,WHITE,Slightly conservative,None,0,2,Favor,4,1,2,4,2,1,6,6,-100,1
37,Married,2,2,FEMALE,.i:  Inapplicable,White,WHITE,Slightly conservative,Catholic,0,2,Favor,4,1,4,3,2,1,10,0,2,1
60,Married,1,8,FEMALE,.i:  Inapplicable,White,WHITE,Conservative,Protestant,1,-100,Oppose,-100,3,20,4,2,1,7,2,-100,2
49,Married,2,2,MALE,.i:  Inapplicable,White,WHITE,"Moderate, middle of the road",None,0,-100,Favor,-100,5,5,3,2,2,9,0,1,2
55,Married,3,-100,MALE,.d:  Do not Know/Cannot Choose,Black,BLACK OR AFRICAN AMERICAN,Extremely conservative,Protestant,7,2,.i:  Inapplicable,1,-100,-100,-100,-100,-100,-100,-100,-100,3
60,Married,1,3,FEMALE,Heterosexual or straight,White,WHITE,"Moderate, middle of the road",Christian,3,-100,Favor,-100,2,5,2,2,1,9,3,-100,2
-99,Married,1,-100,FEMALE,Heterosexual or straight,White,WHITE,"Moderate, middle of the road",.n:  No answer,-99,1,.i:  Inapplicable,-99,-100,-100,-100,-100,-100,-100,-100,-100,3
56,Widowed,1,-100,FEMALE,Heterosexual or straight,White,WHITE,"Moderate, middle of the road",Protestant,0,-100,.i:  Inapplicable,3,-100,-100,-100,-100,-99,-100,-100,-100,3
-99,Married,0,-100,FEMALE,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Slightly liberal,.d:  Do not Know/Cannot Choose,4,2,Favor,1,0,-98,3,2,2,8,-98,-100,1
37,Married,1,-100,FEMALE,Heterosexual or straight,White,WHITE,Conservative,Protestant,7,-100,.i:  Inapplicable,1,-100,-100,0,2,4,6,10,3,3
83,Divorced,3,2,FEMALE,.i:  Inapplicable,White,WHITE,"Moderate, middle of the road",Protestant,4,-98,Favor,-98,2,20,-98,2,1,10,0,1,1
63,Married,1,2,MALE,.i:  Inapplicable,White,WHITE,Conservative,Protestant,0,-100,Favor,-100,3,4,3,2,4,8,30,-100,2
-99,Separated,0,-100,FEMALE,.i:  Inapplicable,White,WHITE,Liberal,None,0,-100,Favor,-100,2,10,-100,-100,2,-100,-100,-100,2
26,Never married,0,2,FEMALE,.i:  Inapplicable,White,WHITE,Liberal,None,0,1,Favor,4,2,1,4,2,2,4,20,-100,1
29,Married,1,-100,MALE,Heterosexual or straight,White,WHITE,Slightly conservative,Protestant,7,-97,.i:  Inapplicable,1,-100,-100,4,2,4,9,0,-100,3
24,Married,0,8,FEMALE,.i:  Inapplicable,White,WHITE,"Moderate, middle of the road",Protestant,7,-100,Favor,-100,1,1,4,2,1,8,0,2,2
65,Married,2,-100,MALE,Heterosexual or straight,White,WHITE,Slightly conservative,Protestant,7,-100,.i:  Inapplicable,1,-100,-100,7,2,1,9,0,-100,3
44,Never married,0,1,MALE,.i:  Inapplicable,Black,BLACK OR AFRICAN AMERICAN,Slightly liberal,None,2,-100,Favor,4,4,1,1,2,2,8,3,2,1
55,Married,2,3,MALE,.i:  Inapplicable,White,WHITE,Conservative,Protestant,0,2,Favor,3,4,-98,12,2,1,10,0,-100,1
71,Never married,0,3,MALE,Heterosexual or straight,White,WHITE,"Moderate, middle of the road",Protestant,2,-100,Favor,-100,2,4,-100,-100,1,-100,-100,-100,2
64,Married,3,2,FEMALE,.i:  Inapplicable,White,WHITE,Liberal,None,0,-100,Favor,-100,3,8,-100,-100,-100,-100,-100,1,2
-99,Married,-100,2,MALE,.i:  Inapplicable,White,WHITE,Slightly conservative,Catholic,2,1,Favor,3,-97,2,-100,-100,1,-100,-100,2,1
69,Divorced,0,2,FEMALE,Heterosexual or straight,White,WHITE,"Moderate, middle of the road",Protestant,0,-100,Favor,-100,6,1,-100,-100,-100,-100,-100,-100,2
70,Divorced,2,3,FEMALE,.i:  Inapplicable,White,WHITE,"Moderate, middle of the road",Catholic,3,-100,Favor,4,6,2,-100,-100,-100,-100,-100,1,1
-99,Never married,0,-100,FEMALE,Heterosexual or straight,White,WHITE,Slightly liberal,None,0,1,.i:  Inapplicable,4,-100,-100,6,2,4,7,3,-100,3
25,Never married,0,-100,FEMALE,Heterosexual or straight,White,WHITE,Liberal,None,2,-100,.i:  Inapplicable,4,-100,-100,4,2,1,9,1,-100,3
68,Married,2,-100,FEMALE,Heterosexual or straight,Other,AMERICAN INDIAN OR ALASKA NATIVE,"Moderate, middle of the road",Protestant,3,-100,.i:  Inapplicable,4,-100,-100,-100,-100,-100,-100,-100,-100,3
